chr6	hg19_tsRNA	exon	28726213	28726233	1000	-	.	gene_id "5P_tRNA-Ala-TGC-6-1"; transcript_id "5P_tRNA-Ala-TGC-6-1"
chr6	hg19_tsRNA	exon	28770648	28770668	1000	-	.	gene_id "5P_tRNA-Ala-TGC-7-1"; transcript_id "5P_tRNA-Ala-TGC-7-1"
chr6	hg19_tsRNA	exon	26328347	26328367	1000	+	.	gene_id "5P_tRNA-Arg-ACG-1-1"; transcript_id "5P_tRNA-Arg-ACG-1-1"
chr6	hg19_tsRNA	exon	26537705	26537725	1000	+	.	gene_id "5P_tRNA-Arg-ACG-1-2"; transcript_id "5P_tRNA-Arg-ACG-1-2"
chr14	hg19_tsRNA	exon	23398889	23398909	1000	+	.	gene_id "5P_tRNA-Arg-ACG-1-3"; transcript_id "5P_tRNA-Arg-ACG-1-3"
chr3	hg19_tsRNA	exon	45730564	45730584	1000	-	.	gene_id "5P_tRNA-Arg-ACG-2-1"; transcript_id "5P_tRNA-Arg-ACG-2-1"
chr6	hg19_tsRNA	exon	27181696	27181716	1000	-	.	gene_id "5P_tRNA-Arg-ACG-2-2"; transcript_id "5P_tRNA-Arg-ACG-2-2"
chr6	hg19_tsRNA	exon	27182931	27182951	1000	+	.	gene_id "5P_tRNA-Arg-ACG-2-3"; transcript_id "5P_tRNA-Arg-ACG-2-3"
chr6	hg19_tsRNA	exon	27638417	27638437	1000	-	.	gene_id "5P_tRNA-Arg-ACG-2-4"; transcript_id "5P_tRNA-Arg-ACG-2-4"
chr6	hg19_tsRNA	exon	28710802	28710822	1000	-	.	gene_id "5P_tRNA-Arg-CCG-1-1"; transcript_id "5P_tRNA-Arg-CCG-1-1"
chr6	hg19_tsRNA	exon	28849144	28849164	1000	+	.	gene_id "5P_tRNA-Arg-CCG-1-2"; transcript_id "5P_tRNA-Arg-CCG-1-2"
chr16	hg19_tsRNA	exon	3200654	3200674	1000	+	.	gene_id "5P_tRNA-Arg-CCG-1-3"; transcript_id "5P_tRNA-Arg-CCG-1-3"
chr17	hg19_tsRNA	exon	66016086	66016106	1000	-	.	gene_id "5P_tRNA-Arg-CCG-2-1"; transcript_id "5P_tRNA-Arg-CCG-2-1"
chr17	hg19_tsRNA	exon	73029980	73030000	1000	+	.	gene_id "5P_tRNA-Arg-CCT-1-1"; transcript_id "5P_tRNA-Arg-CCT-1-1"
chr17	hg19_tsRNA	exon	73030599	73030619	1000	-	.	gene_id "5P_tRNA-Arg-CCT-2-1"; transcript_id "5P_tRNA-Arg-CCT-2-1"
chr16	hg19_tsRNA	exon	3202880	3202900	1000	+	.	gene_id "5P_tRNA-Arg-CCT-3-1"; transcript_id "5P_tRNA-Arg-CCT-3-1"
chr7	hg19_tsRNA	exon	139025425	139025445	1000	+	.	gene_id "5P_tRNA-Arg-CCT-4-1"; transcript_id "5P_tRNA-Arg-CCT-4-1"
chr16	hg19_tsRNA	exon	3243897	3243917	1000	+	.	gene_id "5P_tRNA-Arg-CCT-5-1"; transcript_id "5P_tRNA-Arg-CCT-5-1"
chr15	hg19_tsRNA	exon	89878283	89878303	1000	+	.	gene_id "5P_tRNA-Arg-TCG-1-1"; transcript_id "5P_tRNA-Arg-TCG-1-1"
chr6	hg19_tsRNA	exon	26323025	26323045	1000	+	.	gene_id "5P_tRNA-Arg-TCG-2-1"; transcript_id "5P_tRNA-Arg-TCG-2-1"
chr17	hg19_tsRNA	exon	73031187	73031207	1000	+	.	gene_id "5P_tRNA-Arg-TCG-3-1"; transcript_id "5P_tRNA-Arg-TCG-3-1"
chr6	hg19_tsRNA	exon	26299884	26299904	1000	+	.	gene_id "5P_tRNA-Arg-TCG-4-1"; transcript_id "5P_tRNA-Arg-TCG-4-1"
chr6	hg19_tsRNA	exon	28510964	28510984	1000	-	.	gene_id "5P_tRNA-Arg-TCG-5-1"; transcript_id "5P_tRNA-Arg-TCG-5-1"
chr9	hg19_tsRNA	exon	112960782	112960802	1000	+	.	gene_id "5P_tRNA-Arg-TCG-6-1"; transcript_id "5P_tRNA-Arg-TCG-6-1"
chr1	hg19_tsRNA	exon	94313108	94313128	1000	+	.	gene_id "5P_tRNA-Arg-TCT-1-1"; transcript_id "5P_tRNA-Arg-TCT-1-1"
chr17	hg19_tsRNA	exon	8024222	8024242	1000	+	.	gene_id "5P_tRNA-Arg-TCT-2-1"; transcript_id "5P_tRNA-Arg-TCT-2-1"
chr9	hg19_tsRNA	exon	131102446	131102466	1000	-	.	gene_id "5P_tRNA-Arg-TCT-3-1"; transcript_id "5P_tRNA-Arg-TCT-3-1"
chr11	hg19_tsRNA	exon	59318746	59318766	1000	+	.	gene_id "5P_tRNA-Arg-TCT-3-2"; transcript_id "5P_tRNA-Arg-TCT-3-2"
chr1	hg19_tsRNA	exon	159111475	159111495	1000	-	.	gene_id "5P_tRNA-Arg-TCT-4-1"; transcript_id "5P_tRNA-Arg-TCT-4-1"
chr6	hg19_tsRNA	exon	27529942	27529962	1000	+	.	gene_id "5P_tRNA-Arg-TCT-5-1"; transcript_id "5P_tRNA-Arg-TCT-5-1"
chr1	hg19_tsRNA	exon	161510010	161510030	1000	+	.	gene_id "5P_tRNA-Asn-GTT-1-1"; transcript_id "5P_tRNA-Asn-GTT-1-1"
chr1	hg19_tsRNA	exon	143879906	143879926	1000	-	.	gene_id "5P_tRNA-Asn-GTT-10-1"; transcript_id "5P_tRNA-Asn-GTT-10-1"
chr1	hg19_tsRNA	exon	144301590	144301610	1000	+	.	gene_id "5P_tRNA-Asn-GTT-11-1"; transcript_id "5P_tRNA-Asn-GTT-11-1"
chr1	hg19_tsRNA	exon	149615691	149615711	1000	-	.	gene_id "5P_tRNA-Asn-GTT-11-2"; transcript_id "5P_tRNA-Asn-GTT-11-2"
chr1	hg19_tsRNA	exon	149326346	149326366	1000	-	.	gene_id "5P_tRNA-Asn-GTT-12-1"; transcript_id "5P_tRNA-Asn-GTT-12-1"
chr1	hg19_tsRNA	exon	148248094	148248114	1000	+	.	gene_id "5P_tRNA-Asn-GTT-2-1"; transcript_id "5P_tRNA-Asn-GTT-2-1"
chr1	hg19_tsRNA	exon	161397941	161397961	1000	-	.	gene_id "5P_tRNA-Asn-GTT-2-2"; transcript_id "5P_tRNA-Asn-GTT-2-2"
chr10	hg19_tsRNA	exon	22518512	22518532	1000	-	.	gene_id "5P_tRNA-Asn-GTT-2-3"; transcript_id "5P_tRNA-Asn-GTT-2-3"
chr13	hg19_tsRNA	exon	31248175	31248195	1000	-	.	gene_id "5P_tRNA-Asn-GTT-2-4"; transcript_id "5P_tRNA-Asn-GTT-2-4"
chr17	hg19_tsRNA	exon	36908108	36908128	1000	-	.	gene_id "5P_tRNA-Asn-GTT-2-5"; transcript_id "5P_tRNA-Asn-GTT-2-5"
chr19	hg19_tsRNA	exon	1383541	1383561	1000	+	.	gene_id "5P_tRNA-Asn-GTT-2-6"; transcript_id "5P_tRNA-Asn-GTT-2-6"
chr1	hg19_tsRNA	exon	148598388	148598408	1000	-	.	gene_id "5P_tRNA-Asn-GTT-3-1"; transcript_id "5P_tRNA-Asn-GTT-3-1"
chr1	hg19_tsRNA	exon	148760430	148760450	1000	-	.	gene_id "5P_tRNA-Asn-GTT-3-2"; transcript_id "5P_tRNA-Asn-GTT-3-2"
chr1	hg19_tsRNA	exon	17216151	17216171	1000	+	.	gene_id "5P_tRNA-Asn-GTT-4-1"; transcript_id "5P_tRNA-Asn-GTT-4-1"
chr1	hg19_tsRNA	exon	16847154	16847174	1000	-	.	gene_id "5P_tRNA-Asn-GTT-5-1"; transcript_id "5P_tRNA-Asn-GTT-5-1"
chr1	hg19_tsRNA	exon	149230644	149230664	1000	-	.	gene_id "5P_tRNA-Asn-GTT-6-1"; transcript_id "5P_tRNA-Asn-GTT-6-1"
chr1	hg19_tsRNA	exon	148000784	148000804	1000	+	.	gene_id "5P_tRNA-Asn-GTT-7-1"; transcript_id "5P_tRNA-Asn-GTT-7-1"
chr1	hg19_tsRNA	exon	149711872	149711892	1000	-	.	gene_id "5P_tRNA-Asn-GTT-8-1"; transcript_id "5P_tRNA-Asn-GTT-8-1"
chr1	hg19_tsRNA	exon	145979108	145979128	1000	-	.	gene_id "5P_tRNA-Asn-GTT-9-1"; transcript_id "5P_tRNA-Asn-GTT-9-1"
chr1	hg19_tsRNA	exon	147520841	147520861	1000	-	.	gene_id "5P_tRNA-Asn-GTT-9-2"; transcript_id "5P_tRNA-Asn-GTT-9-2"
chr12	hg19_tsRNA	exon	98897260	98897280	1000	+	.	gene_id "5P_tRNA-Asp-GTC-1-1"; transcript_id "5P_tRNA-Asp-GTC-1-1"
chr1	hg19_tsRNA	exon	161410687	161410707	1000	-	.	gene_id "5P_tRNA-Asp-GTC-2-1"; transcript_id "5P_tRNA-Asp-GTC-2-1"
chr12	hg19_tsRNA	exon	125424265	125424285	1000	-	.	gene_id "5P_tRNA-Asp-GTC-2-10"; transcript_id "5P_tRNA-Asp-GTC-2-10"
chr17	hg19_tsRNA	exon	8125628	8125648	1000	-	.	gene_id "5P_tRNA-Asp-GTC-2-11"; transcript_id "5P_tRNA-Asp-GTC-2-11"
chr1	hg19_tsRNA	exon	161418105	161418125	1000	-	.	gene_id "5P_tRNA-Asp-GTC-2-2"; transcript_id "5P_tRNA-Asp-GTC-2-2"
chr1	hg19_tsRNA	exon	161425486	161425506	1000	-	.	gene_id "5P_tRNA-Asp-GTC-2-3"; transcript_id "5P_tRNA-Asp-GTC-2-3"
chr1	hg19_tsRNA	exon	161432896	161432916	1000	-	.	gene_id "5P_tRNA-Asp-GTC-2-4"; transcript_id "5P_tRNA-Asp-GTC-2-4"
chr1	hg19_tsRNA	exon	161440277	161440297	1000	-	.	gene_id "5P_tRNA-Asp-GTC-2-5"; transcript_id "5P_tRNA-Asp-GTC-2-5"
chr6	hg19_tsRNA	exon	27447432	27447452	1000	+	.	gene_id "5P_tRNA-Asp-GTC-2-6"; transcript_id "5P_tRNA-Asp-GTC-2-6"
chr6	hg19_tsRNA	exon	27471502	27471522	1000	+	.	gene_id "5P_tRNA-Asp-GTC-2-7"; transcript_id "5P_tRNA-Asp-GTC-2-7"
chr12	hg19_tsRNA	exon	96429778	96429798	1000	+	.	gene_id "5P_tRNA-Asp-GTC-2-8"; transcript_id "5P_tRNA-Asp-GTC-2-8"
chr12	hg19_tsRNA	exon	125411963	125411983	1000	-	.	gene_id "5P_tRNA-Asp-GTC-2-9"; transcript_id "5P_tRNA-Asp-GTC-2-9"
chr6	hg19_tsRNA	exon	27551308	27551328	1000	-	.	gene_id "5P_tRNA-Asp-GTC-3-1"; transcript_id "5P_tRNA-Asp-GTC-3-1"
chr7	hg19_tsRNA	exon	149007260	149007280	1000	+	.	gene_id "5P_tRNA-Cys-GCA-1-1"; transcript_id "5P_tRNA-Cys-GCA-1-1"
chr7	hg19_tsRNA	exon	149074673	149074693	1000	-	.	gene_id "5P_tRNA-Cys-GCA-10-1"; transcript_id "5P_tRNA-Cys-GCA-10-1"
chr7	hg19_tsRNA	exon	149112301	149112321	1000	-	.	gene_id "5P_tRNA-Cys-GCA-11-1"; transcript_id "5P_tRNA-Cys-GCA-11-1"
chr7	hg19_tsRNA	exon	149344118	149344138	1000	-	.	gene_id "5P_tRNA-Cys-GCA-12-1"; transcript_id "5P_tRNA-Cys-GCA-12-1"
chr7	hg19_tsRNA	exon	149052838	149052858	1000	-	.	gene_id "5P_tRNA-Cys-GCA-13-1"; transcript_id "5P_tRNA-Cys-GCA-13-1"
chr17	hg19_tsRNA	exon	37018009	37018029	1000	-	.	gene_id "5P_tRNA-Cys-GCA-14-1"; transcript_id "5P_tRNA-Cys-GCA-14-1"
chr7	hg19_tsRNA	exon	149281795	149281815	1000	+	.	gene_id "5P_tRNA-Cys-GCA-15-1"; transcript_id "5P_tRNA-Cys-GCA-15-1"
chr7	hg19_tsRNA	exon	149243610	149243630	1000	+	.	gene_id "5P_tRNA-Cys-GCA-16-1"; transcript_id "5P_tRNA-Cys-GCA-16-1"
chr7	hg19_tsRNA	exon	149388344	149388364	1000	-	.	gene_id "5P_tRNA-Cys-GCA-17-1"; transcript_id "5P_tRNA-Cys-GCA-17-1"
chr7	hg19_tsRNA	exon	149072922	149072942	1000	-	.	gene_id "5P_tRNA-Cys-GCA-18-1"; transcript_id "5P_tRNA-Cys-GCA-18-1"
chr7	hg19_tsRNA	exon	149310228	149310248	1000	-	.	gene_id "5P_tRNA-Cys-GCA-19-1"; transcript_id "5P_tRNA-Cys-GCA-19-1"
chr4	hg19_tsRNA	exon	124430077	124430097	1000	-	.	gene_id "5P_tRNA-Cys-GCA-2-1"; transcript_id "5P_tRNA-Cys-GCA-2-1"
chr17	hg19_tsRNA	exon	37023877	37023897	1000	+	.	gene_id "5P_tRNA-Cys-GCA-2-2"; transcript_id "5P_tRNA-Cys-GCA-2-2"
chr17	hg19_tsRNA	exon	37310059	37310079	1000	-	.	gene_id "5P_tRNA-Cys-GCA-2-3"; transcript_id "5P_tRNA-Cys-GCA-2-3"
chr17	hg19_tsRNA	exon	37310816	37310836	1000	-	.	gene_id "5P_tRNA-Cys-GCA-2-4"; transcript_id "5P_tRNA-Cys-GCA-2-4"
chr7	hg19_tsRNA	exon	149295025	149295045	1000	+	.	gene_id "5P_tRNA-Cys-GCA-20-1"; transcript_id "5P_tRNA-Cys-GCA-20-1"
chr7	hg19_tsRNA	exon	149361894	149361914	1000	+	.	gene_id "5P_tRNA-Cys-GCA-21-1"; transcript_id "5P_tRNA-Cys-GCA-21-1"
chr7	hg19_tsRNA	exon	149253781	149253801	1000	+	.	gene_id "5P_tRNA-Cys-GCA-22-1"; transcript_id "5P_tRNA-Cys-GCA-22-1"
chr7	hg19_tsRNA	exon	149292377	149292397	1000	-	.	gene_id "5P_tRNA-Cys-GCA-23-1"; transcript_id "5P_tRNA-Cys-GCA-23-1"
chr7	hg19_tsRNA	exon	149286236	149286256	1000	-	.	gene_id "5P_tRNA-Cys-GCA-3-1"; transcript_id "5P_tRNA-Cys-GCA-3-1"
chr17	hg19_tsRNA	exon	37025617	37025637	1000	-	.	gene_id "5P_tRNA-Cys-GCA-4-1"; transcript_id "5P_tRNA-Cys-GCA-4-1"
chr15	hg19_tsRNA	exon	80036976	80036996	1000	+	.	gene_id "5P_tRNA-Cys-GCA-5-1"; transcript_id "5P_tRNA-Cys-GCA-5-1"
chr3	hg19_tsRNA	exon	131948016	131948036	1000	-	.	gene_id "5P_tRNA-Cys-GCA-6-1"; transcript_id "5P_tRNA-Cys-GCA-6-1"
chr1	hg19_tsRNA	exon	93981907	93981927	1000	-	.	gene_id "5P_tRNA-Cys-GCA-7-1"; transcript_id "5P_tRNA-Cys-GCA-7-1"
chr14	hg19_tsRNA	exon	73429658	73429678	1000	+	.	gene_id "5P_tRNA-Cys-GCA-8-1"; transcript_id "5P_tRNA-Cys-GCA-8-1"
chr3	hg19_tsRNA	exon	131950714	131950734	1000	-	.	gene_id "5P_tRNA-Cys-GCA-9-1"; transcript_id "5P_tRNA-Cys-GCA-9-1"
chr7	hg19_tsRNA	exon	149028199	149028219	1000	+	.	gene_id "5P_tRNA-Cys-GCA-9-2"; transcript_id "5P_tRNA-Cys-GCA-9-2"
chr7	hg19_tsRNA	exon	149332757	149332777	1000	+	.	gene_id "5P_tRNA-Cys-GCA-9-3"; transcript_id "5P_tRNA-Cys-GCA-9-3"
chr7	hg19_tsRNA	exon	149404739	149404759	1000	+	.	gene_id "5P_tRNA-Cys-GCA-9-4"; transcript_id "5P_tRNA-Cys-GCA-9-4"
chr6	hg19_tsRNA	exon	18836381	18836401	1000	+	.	gene_id "5P_tRNA-Gln-CTG-1-1"; transcript_id "5P_tRNA-Gln-CTG-1-1"
chr6	hg19_tsRNA	exon	27487287	27487307	1000	+	.	gene_id "5P_tRNA-Gln-CTG-1-2"; transcript_id "5P_tRNA-Gln-CTG-1-2"
chr6	hg19_tsRNA	exon	28909450	28909470	1000	-	.	gene_id "5P_tRNA-Gln-CTG-1-3"; transcript_id "5P_tRNA-Gln-CTG-1-3"
chr15	hg19_tsRNA	exon	66161472	66161492	1000	-	.	gene_id "5P_tRNA-Gln-CTG-1-4"; transcript_id "5P_tRNA-Gln-CTG-1-4"
chr17	hg19_tsRNA	exon	8023049	8023069	1000	+	.	gene_id "5P_tRNA-Gln-CTG-1-5"; transcript_id "5P_tRNA-Gln-CTG-1-5"
chr6	hg19_tsRNA	exon	27515603	27515623	1000	-	.	gene_id "5P_tRNA-Gln-CTG-2-1"; transcript_id "5P_tRNA-Gln-CTG-2-1"
chr1	hg19_tsRNA	exon	145963283	145963303	1000	+	.	gene_id "5P_tRNA-Gln-CTG-3-1"; transcript_id "5P_tRNA-Gln-CTG-3-1"
chr1	hg19_tsRNA	exon	147505017	147505037	1000	+	.	gene_id "5P_tRNA-Gln-CTG-3-2"; transcript_id "5P_tRNA-Gln-CTG-3-2"
chr1	hg19_tsRNA	exon	147737454	147737474	1000	-	.	gene_id "5P_tRNA-Gln-CTG-4-1"; transcript_id "5P_tRNA-Gln-CTG-4-1"
chr1	hg19_tsRNA	exon	149186104	149186124	1000	+	.	gene_id "5P_tRNA-Gln-CTG-4-2"; transcript_id "5P_tRNA-Gln-CTG-4-2"
chr6	hg19_tsRNA	exon	27263191	27263211	1000	+	.	gene_id "5P_tRNA-Gln-CTG-5-1"; transcript_id "5P_tRNA-Gln-CTG-5-1"
chr6	hg19_tsRNA	exon	27759207	27759227	1000	-	.	gene_id "5P_tRNA-Gln-CTG-6-1"; transcript_id "5P_tRNA-Gln-CTG-6-1"
chr1	hg19_tsRNA	exon	147800916	147800936	1000	+	.	gene_id "5P_tRNA-Gln-CTG-7-1"; transcript_id "5P_tRNA-Gln-CTG-7-1"
chr17	hg19_tsRNA	exon	47269869	47269889	1000	+	.	gene_id "5P_tRNA-Gln-TTG-1-1"; transcript_id "5P_tRNA-Gln-TTG-1-1"
chr6	hg19_tsRNA	exon	28557135	28557155	1000	+	.	gene_id "5P_tRNA-Gln-TTG-2-1"; transcript_id "5P_tRNA-Gln-TTG-2-1"
chr6	hg19_tsRNA	exon	26311496	26311516	1000	-	.	gene_id "5P_tRNA-Gln-TTG-3-1"; transcript_id "5P_tRNA-Gln-TTG-3-1"
chr6	hg19_tsRNA	exon	26312047	26312067	1000	-	.	gene_id "5P_tRNA-Gln-TTG-3-2"; transcript_id "5P_tRNA-Gln-TTG-3-2"
chr6	hg19_tsRNA	exon	27763712	27763732	1000	-	.	gene_id "5P_tRNA-Gln-TTG-3-3"; transcript_id "5P_tRNA-Gln-TTG-3-3"
chr6	hg19_tsRNA	exon	145503838	145503858	1000	+	.	gene_id "5P_tRNA-Gln-TTG-4-1"; transcript_id "5P_tRNA-Gln-TTG-4-1"
chr1	hg19_tsRNA	exon	145399305	145399325	1000	-	.	gene_id "5P_tRNA-Glu-CTC-1-1"; transcript_id "5P_tRNA-Glu-CTC-1-1"
chr1	hg19_tsRNA	exon	161417090	161417110	1000	-	.	gene_id "5P_tRNA-Glu-CTC-1-2"; transcript_id "5P_tRNA-Glu-CTC-1-2"
chr1	hg19_tsRNA	exon	161424470	161424490	1000	-	.	gene_id "5P_tRNA-Glu-CTC-1-3"; transcript_id "5P_tRNA-Glu-CTC-1-3"
chr1	hg19_tsRNA	exon	161431881	161431901	1000	-	.	gene_id "5P_tRNA-Glu-CTC-1-4"; transcript_id "5P_tRNA-Glu-CTC-1-4"
chr1	hg19_tsRNA	exon	161439261	161439281	1000	-	.	gene_id "5P_tRNA-Glu-CTC-1-5"; transcript_id "5P_tRNA-Glu-CTC-1-5"
chr6	hg19_tsRNA	exon	28949955	28949975	1000	+	.	gene_id "5P_tRNA-Glu-CTC-1-6"; transcript_id "5P_tRNA-Glu-CTC-1-6"
chr6	hg19_tsRNA	exon	126101465	126101485	1000	-	.	gene_id "5P_tRNA-Glu-CTC-1-7"; transcript_id "5P_tRNA-Glu-CTC-1-7"
chr1	hg19_tsRNA	exon	249168426	249168446	1000	+	.	gene_id "5P_tRNA-Glu-CTC-2-1"; transcript_id "5P_tRNA-Glu-CTC-2-1"
chr2	hg19_tsRNA	exon	131094773	131094793	1000	-	.	gene_id "5P_tRNA-Glu-TTC-1-1"; transcript_id "5P_tRNA-Glu-TTC-1-1"
chr13	hg19_tsRNA	exon	41634946	41634966	1000	-	.	gene_id "5P_tRNA-Glu-TTC-1-2"; transcript_id "5P_tRNA-Glu-TTC-1-2"
chr13	hg19_tsRNA	exon	45492134	45492154	1000	-	.	gene_id "5P_tRNA-Glu-TTC-2-1"; transcript_id "5P_tRNA-Glu-TTC-2-1"
chr15	hg19_tsRNA	exon	26327453	26327473	1000	-	.	gene_id "5P_tRNA-Glu-TTC-2-2"; transcript_id "5P_tRNA-Glu-TTC-2-2"
chr1	hg19_tsRNA	exon	17199057	17199077	1000	+	.	gene_id "5P_tRNA-Glu-TTC-3-1"; transcript_id "5P_tRNA-Glu-TTC-3-1"
chr1	hg19_tsRNA	exon	16861846	16861866	1000	-	.	gene_id "5P_tRNA-Glu-TTC-4-1"; transcript_id "5P_tRNA-Glu-TTC-4-1"
chr1	hg19_tsRNA	exon	161391955	161391975	1000	-	.	gene_id "5P_tRNA-Glu-TTC-4-2"; transcript_id "5P_tRNA-Glu-TTC-4-2"
chr1	hg19_tsRNA	exon	16872505	16872525	1000	-	.	gene_id "5P_tRNA-Gly-CCC-1-1"; transcript_id "5P_tRNA-Gly-CCC-1-1"
chr1	hg19_tsRNA	exon	17188395	17188415	1000	+	.	gene_id "5P_tRNA-Gly-CCC-1-2"; transcript_id "5P_tRNA-Gly-CCC-1-2"
chr2	hg19_tsRNA	exon	70476194	70476214	1000	-	.	gene_id "5P_tRNA-Gly-CCC-2-1"; transcript_id "5P_tRNA-Gly-CCC-2-1"
chr16	hg19_tsRNA	exon	686807	686827	1000	-	.	gene_id "5P_tRNA-Gly-CCC-2-2"; transcript_id "5P_tRNA-Gly-CCC-2-2"
chr17	hg19_tsRNA	exon	19764154	19764174	1000	+	.	gene_id "5P_tRNA-Gly-CCC-3-1"; transcript_id "5P_tRNA-Gly-CCC-3-1"
chr1	hg19_tsRNA	exon	161413073	161413093	1000	+	.	gene_id "5P_tRNA-Gly-GCC-1-1"; transcript_id "5P_tRNA-Gly-GCC-1-1"
